id	nm	countryCode	postalCode
3171180	Perugia	IT	-
3171214	Pergine Valsugana	IT	-
3171355	Pavullo nel Frignano	IT	-
3171484	Parabiago	IT	-
3171562	Palo del Colle	IT	-
3171606	Palestrina	IT	-
3171664	Palagiano	IT	-
3171703	Pagani	IT	-
3171710	Paese	IT	-
3171737	Paderno Dugnano	IT	-
3171778	Ottaviano	IT	-
3171786	Ostuni	IT	-
3171848	Osimo	IT	-
3171874	Orvieto	IT	-
3171900	Orta Nova	IT	-
3171961	Oria	IT	-
3172023	Omegna	IT	-
3172087	Olbia	IT	-
3172116	Oderzo	IT	-
3172184	Novate Milanese	IT	-
3172189	Novara	IT	-
3172191	Nova Milanese	IT	-
3172227	Nola	IT	-
3172228	Noicattaro	IT	-
3172243	Nocera Superiore	IT	-
3172244	Nocera Inferiore	IT	-
3172269	Nichelino	IT	-
3172287	Nettuno	IT	-
3172338	Negrar	IT	-
3172377	Narni	IT	-
3172472	Mugnano di Napoli	IT	-
3172479	Muggio	IT	-
3173029	Montebelluna	IT	-
3173122	Monsummano	IT	-
3173124	Monselice	IT	-
3173131	Monopoli	IT	-
3173180	Moncalieri	IT	-
3173287	Molfetta	IT	-
3173302	Mola di Bari	IT	-
3173331	Modena	IT	-
3173385	Mira	IT	-
3173391	Minturno	IT	-
3173537	Mesagne	IT	-
3173560	Mercato San Severino	IT	-
3173582	Mentana	IT	-
3173599	Melzo	IT	-
3173614	Melito di Napoli	IT	-
3173631	Melegnano	IT	-
3173671	Meda	IT	-
3173754	Massarosa	IT	-
3173762	Massafra	IT	-
3173775	Massa	IT	-
3173841	Martina Franca	IT	-
3173852	Martellago	IT	-
3173914	Marino	IT	-
3173935	Marina di Carrara	IT	-
3173945	Marigliano	IT	-
3173949	Mariano Comense	IT	-
3173995	Marcianise	IT	-
3174021	Marano di Napoli	IT	-
3174141	Malnate	IT	-
3174295	Magenta	IT	-
3174358	Maddaloni	IT	-
3174526	Lucera	IT	-
3174530	Lucca	IT	-
3174679	Lissone	IT	-
3174719	Limbiate	IT	-
3174741	Lido di Ostia	IT	-
3174921	Legnano	IT	-
3174945	Lecco	IT	-
3174953	Lecce	IT	-
3175061	Latiano	IT	-
3175074	Lastra a Signa	IT	-
3175121	LAquila	IT	-
3175235	Laives - Leifers	IT	-
3175238	Lainate	IT	-
3175298	Ladispoli	IT	-
3175453	Ischia Porto	IT	-
3175458	Ischia	IT	-
3175532	Imperia	IT	-
3175628	Jesi	IT	-
3175722	Gualdo Tadino	IT	-
3175743	Grumo Nevano	IT	-
3175755	Grugliasco	IT	-
3175786	Grosseto	IT	-
3175952	Gragnano	IT	-
3175986	Gorizia	IT	-
3175990	Gorgonzola	IT	-
3176041	Giussano	IT	-
3176053	Giulianova	IT	-
3176072	Giovinazzo	IT	-
3176219	Genova	IT	-
3176366	Gallipoli	IT	-
3176391	Gallarate	IT	-
3176406	Galatone	IT	-
3176407	Galatina	IT	-
3176438	Gaeta	IT	-
3176515	Frosinone	IT	-
3176561	Frattamaggiore	IT	-
3176589	Frascati	IT	-
3176639	Fossano	IT	-
3176733	Formigine	IT	-
3176738	Formia	IT	-
3176843	Fondi	IT	-
3176849	Follonica	IT	-
3176970	Fiorano Modenese	IT	-
3177029	Fidenza	IT	-
3177099	Fermo	IT	-
3177250	Falconara Marittima	IT	-
3177372	Erba	IT	-
3177608	Desio	IT	-
3177664	Cusano Milanino	IT	-
3177838	Cremona	IT	-
3177924	Cossato	IT	-
3177948	Cortona	IT	-
3178004	Corsico	IT	-
3178074	Cornaredo	IT	-
3178112	Cordenons	IT	-
3178117	Corciano	IT	-
3178137	Copparo	IT	-
3178147	Conversano	IT	-
3178229	Como	IT	-
3178349	Colle Salvetti	IT	-
3178388	Collegno	IT	-
3178398	Colleferro	IT	-
3178402	Colle di Val dElsa	IT	-
3178622	Cittadella	IT	-
3178631	Cisterna di Latina	IT	-
3178650	Cirie	IT	-
3178745	Chivasso	IT	-
3178784	Chioggia	IT	-
3178818	Chieri	IT	-
3178832	Chiavari	IT	-
3178850	Chiari	IT	-
3178972	Cesano Maderno	IT	-
3178998	Cervia	IT	-
3179066	Cernusco sul Naviglio	IT	-
3179075	Cerignola	IT	-
3179106	Cerea	IT	-
3179109	Cercola	IT	-
3179243	Ceccano	IT	-
3179294	Cavarzere	IT	-
3179415	Castiglione delle Stiviere	IT	-
3179443	Castel Volturno	IT	-
3179560	Castel Maggiore	IT	-
3179686	Castelfranco Emilia	IT	-
3179696	Castelfiorentino	IT	-
3179781	Cassino	IT	-
3179795	Cassano dAdda	IT	-
3179806	Casoria	IT	-
3179866	Caserta	IT	-
3179911	Caselle Torinese	IT	-
3179977	Cascina	IT	-
3180224	Casalecchio di Reno	IT	-
3180240	Casal di Principe	IT	-
3180423	Carrara	IT	-
3180541	Cardito	IT	-
3180581	Carate Brianza	IT	-
3180733	Capannori	IT	-
3180746	Capaccio	IT	-
3180758	Cantu	IT	-
3180792	Canosa di Puglia	IT	-
3181125	Camaiore	IT	-
3181199	Calenzano	IT	-
3181258	Caivano	IT	-
3181355	Busto Arsizio	IT	-
3181359	Bussolengo	IT	-
3181443	Budrio	IT	-
3181471	Brusciano	IT	-
3181495	Brugherio	IT	-
3181548	Bresso	IT	-
3181631	Bra	IT	-
3181683	Boscoreale	IT	-
3181790	Borgomanero	IT	-
3181891	Bondeno	IT	-
3181931	Bollate	IT	-
3182007	Bisceglie	IT	-
3182179	Benevento	IT	-
3182245	Beinasco	IT	-
3182272	Battipaglia	IT	-
3182289	Bastia Umbra	IT	-
3182337	Baronissi	IT	-
3182351	Bari	IT	-
3182361	Bareggio	IT	-
3182518	Bagnoli	IT	-
3182522	Bagno a Ripoli	IT	-
3182552	Bagnacavallo	IT	-
3182599	Bacoli	IT	-
3182650	Avellino	IT	-
3182757	Arzignano	IT	-
3182765	Arzano	IT	-
3182851	Ariccia	IT	-
3182854	Ariano Irpino	IT	-
3182884	Arezzo	IT	-
3182886	Arese	IT	-
3182904	Arcore	IT	-
3182957	Aprilia	IT	-
3182997	Aosta	IT	-
3183005	Anzio	IT	-
3183072	Andria	IT	-
3183089	Ancona	IT	-
3183098	Anagni	IT	-
3183178	Altamura	IT	-
3183187	Alpignano	IT	-
3183284	Alghero	IT	-
3183319	Albignasego	IT	-
3183343	Albenga	IT	-
3183356	Albano Laziale	IT	-
3183365	Alatri	IT	-
3183412	Agropoli	IT	-
3183455	Afragola	IT	-
3183472	Adelfia	IT	-
3183490	Acqui Terme	IT	-
3183494	Acquaviva delle Fonti	IT	-
3183541	Acerra	IT	-
3183573	Abbiategrasso	IT	-
3219114	Spinea	IT	-
6534212	Pieve Emanuele	IT	-
6534216	Lumezzane	IT	-
6534226	Buccinasco	IT	-
6534228	Guidonia Montecelio	IT	-
6534232	Lamezia Terme	IT	-
6534235	Cassano Magnago	IT	-
6534240	Settimo Milanese	IT	-
6534252	San Felice a Cancello	IT	-
6534257	Tremestieri Etneo	IT	-
6534268	Volla	IT	-
6534280	Cesano Boscone	IT	-
6534284	Torre Lupara	IT	-
3488465	Spanish Town	JM	-
3489227	Old Harbour	JM	-
3489297	New Kingston	JM	-
3489523	May Pen	JM	-
3489577	Mandeville	JM	-
3489760	Linstead	JM	-
3490165	Half Way Tree	JM	-
246314	Umm as Summaq	JO	-
247105	Sahab	JO	-
248370	Madaba	JO	-
248414	Kurayyimah	JO	-
248875	Jarash	JO	-
248923	Izra	JO	-
250090	Az Zarqa	JO	-
250152	Aydun	JO	-
250198	At Tafilah	JO	-
250336	Ar Ramtha	JO	-
250420	Anjarah	JO	-
250461	Al Quwaysimah	JO	-
250582	Al Mafraq	JO	-
250637	Al Jubayhah	JO	-
250774	Aqaba	JO	-
250799	Ajlun	JO	-
6946409	Karak City	JO	-
7838895	Russeifa	JO	-
1848194	Yoshii	JP	-
1848210	Yoshida	JP	-
1848382	Youkaichi	JP	-
1848447	Yatsuo	JP	-
1848498	Yashiro	JP	-
1848499	Yashio-shi	JP	-
1848633	Yamasaki	JP	-
1848776	Yaita	JP	-
1848933	Waki	JP	-
1849154	Ushibuka	JP	-
1849367	Ujiie	JP	-
1849407	Uenohara	JP	-
1849414	Ueno	JP	-
1849424	Ueki	JP	-
1849561	Tsurusaki	JP	-
1849647	Tsuma	JP	-
1849814	Toyota	JP	-
1849817	Toyoshina	JP	-
1849850	Toyohama	JP	-
1850269	Togitsu	JP	-
1850307	Tochio	JP	-
1850405	Tenno	JP	-
1850627	Tanushimaru	JP	-
1850630	Tanuma	JP	-
1850692	Nishi-Tokyo-shi	JP	-
1850707	Tanabe	JP	-
1850742	Tamano	JP	-
1850834	Takeo	JP	-
1850872	Takefu	JP	-
1851012	Takarazuka	JP	-
1851170	Bungo-Takada-shi	JP	-
1851357	Suzaka	JP	-
1851390	Susaki	JP	-
1851494	Suibara	JP	-
1851542	Sueyoshi	JP	-
1851622	Sobue	JP	-
1851711	Shobu	JP	-
1851813	Shirone	JP	-
1851935	Shirahama	JP	-
1851952	Shiozawa	JP	-
1852102	Shinichi	JP	-
1852109	Shingu	JP	-
1852140	Shinagawa-ku	JP	-
1852225	Shimonoseki	JP	-
1852383	Shimminatocho	JP	-
1852385	Shimminato	JP	-
1852561	Shido	JP	-
1852673	Setaka	JP	-
1852736	Sendai	JP	-
1853193	Sakai	JP	-
1853280	Sagara	JP	-
1853303	Saga-shi	JP	-
1853354	Ryuo	JP	-
1853371	Ryotsu	JP	-
1853486	Oyama	JP	-
1853514	Owase	JP	-
1854028	Ono	JP	-
1854177	Omama	JP	-
1854246	Okuchi	JP	-
1854376	Okazaki	JP	-
1855066	Nogata	JP	-
1855207	Nishinomiya	JP	-
1855410	Niitsu	JP	-
1855425	Niihama	JP	-
1855476	Nichinan	JP	-
1855540	Naze	JP	-
1855612	Nara-shi	JP	-
1855694	Namerikawa	JP	-
1855757	Nakatsu	JP	-
1855907	Nakama	JP	-
1856035	Naha-shi	JP	-
1856392	Muroto	JP	-
1856426	Muramatsu	JP	-
1856456	Muko	JP	-
1856476	Muikamachi	JP	-
1856698	Miyoshi	JP	728-0011
1856828	Miyada	JP	-
1856942	Mitaka-shi	JP	-
1857144	Minami-rinkan	JP	-
1857209	Minakuchi	JP	-
1857260	Mikuni	JP	-
1857403	Menuma	JP	-
1857470	Matsuto	JP	-
1857560	Matsubase	JP	-
1857651	Maruoka	JP	-
1857659	Maruko	JP	-
1857751	Maki	JP	-
1857766	Maizuru	JP	-
1857844	Maebaru	JP	-
1858249	Kuroda	JP	-
1858283	Kurihashi	JP	-
1858591	Kozakai-cho	JP	-
1858695	Kosugi	JP	-
1858836	Konan	JP	-
1858858	Komoro	JP	-
1859113	Kodama	JP	-
1859335	Kitahama	JP	-
1859383	Kishiwada	JP	-
1859400	Kisai	JP	-
1859586	Kazo	JP	-
1859647	Kawasaki	JP	-
1859891	Kasugai	JP	-
1859951	Kashihara-shi	JP	-
1859964	Kaseda	JP	-
1859990	Kasaoka	JP	-
1860176	Kannabe	JP	-
1860191	Kanie	JP	-
1860211	Kaneko	JP	-
1860256	Kanaya	JP	-
1860321	Kamojima	JP	-
1860335	Kamogata	JP	-
1860648	Kameda	JP	-
1860750	Kajiki	JP	-
1860765	Kaizuka	JP	-
1860827	Kagoshima-shi	JP	-
1861164	Iwatsuki	JP	-
1861171	Iwata	JP	-
1861223	Iwai	JP	-
1861244	Iwade	JP	-
1861261	Itsukaichi	JP	-
1861280	Itoman	JP	-
1861285	Itoigawa	JP	-
1861310	Itami	JP	-
1861383	Ishiki	JP	-
1861393	Ishikawa	JP	-
1861406	Ishige	JP	-
1861416	Ishigaki	JP	-
1861586	Innoshima	JP	-
1861699	Imaichi	JP	-
1861795	Ikeda	JP	563-0056
1861799	Ikeda	JP	-
1861825	Ijuin	JP	-
1861901	Iga	JP	-
1862033	Ibaraki	JP	-
1862034	Ibara	JP	-
1862098	Hotaka	JP	-
1862302	Hofu	JP	-
1862389	Hisai	JP	-
1862471	Hirata	JP	-
1862601	Hino	JP	-
1862912	Hekinan	JP	-
1863279	Hamanoichi	JP	-
1863293	Hamakita	JP	-
1863398	Haibara	JP	-
1863426	Haebaru	JP	-
1863451	Omihachiman	JP	-
1863614	Gobo	JP	-
1863627	Ginowan	JP	-
1863953	Fukura	JP	-
1863973	Fukumitsu	JP	-
1863978	Fukuma	JP	-
1863985	Fukui-shi	JP	-
1863997	Fukue	JP	-
1864025	Fukiage	JP	-
1864098	Fujioka	JP	-
1864134	Fuji	JP	-
1864155	Fuchu	JP	726-0004
1864557	Chino	JP	-
1864985	Ashiya	JP	-
1865207	Arai	JP	-
1865375	Amagi	JP	-
1865661	Aioi-shi	JP	-
1899102	Nagato	JP	-
1907146	Sayama	JP	-
1907148	Fussa	JP	-
1907309	Miura	JP	-
1926004	Wakayama-shi	JP	-
1926099	Matsuyama-shi	JP	-
1926101	Masaki-cho	JP	-
1926116	Kawanoe	JP	-
1926142	Hojo	JP	-
2110538	Yanagawa	JP	-
2110541	Yamoto	JP	-
2110683	Tsukuba	JP	-
2110743	Tomobe	JP	-
2110893	Takahagi	JP	-
2111425	Omiya	JP	-
2111429	Omigawa	JP	-
2111435	Omagari	JP	-
2111441	Okunoya	JP	-
2111495	Ohara	JP	-
2111567	Oarai	JP	-
2111568	Oami	JP	-
2111677	Naruto	JP	-
2111824	Motomiya	JP	-
2111859	Mizusawa	JP	-
2111901	Mito-shi	JP	-
2111964	Matsushima	JP	-
2112019	Makabe	JP	-
2112077	Kuroiso	JP	-
2112182	Kogota	JP	-
2112227	Kitakami	JP	-
2112297	Kawaguchi	JP	-
2112309	Katsuura	JP	-
2112312	Katsuta	JP	-
2112319	Katori-shi	JP	-
2112354	Karasuyama	JP	-
2112521	Iwase	JP	-
2112583	Ishikawa	JP	-
2112615	Inawashiro	JP	-
2112692	Hobara	JP	-
2112708	Hitachi	JP	-
2112899	Furukawa	JP	-
2112903	Funehiki	JP	-
2112940	Fujishiro	JP	-
2112963	Edosaki	JP	-
2113126	Akita	JP	-
2113719	Akita Shi	JP	-
2127910	Takanosu	JP	-
2128025	Shizunai	JP	-
2128147	Shimo-furano	JP	-
2128206	Shibetsu	JP	-
2129005	Namioka	JP	-
2129324	Makubetsu	JP	-
2129513	Kizukuri	JP	-
2129766	Kamiiso	JP	-
2130054	Kitahiroshima	JP	-
2130203	Hachinohe	JP	-
6694821	Nanto-shi	JP	-
6696932	Kawage	JP	-
6697563	Neyagawa	JP	-
6822096	Hitachi-Naka	JP	-
6822131	Akiruno-shi	JP	-
6822146	Onojo	JP	-
6822181	Kamagaya-shi	JP	-
6822217	Minokamo	JP	-
6822219	Gujo	JP	-
6825489	Joetsu	JP	-
6940394	Saitama	JP	-
7279570	Higashimurayama-shi	JP	-
7279571	Kunisaki-shi	JP	-
7281819	Fujikawaguchiko	JP	-
8125829	Kamigyo-ku	JP	-
8198709	Buzen	JP	-
178202	Webuye	KE	-
178522	Voi	KE	-
179330	Thika	KE	-
181135	Rongai	KE	-
182701	Nyeri	KE	-
183027	Nyahururu	KE	-
184379	Narok	KE	-
184707	Naivasha	KE	-
185702	Mumias	KE	-
185939	Muhoroni	KE	-
186180	Moyale	KE	-
186315	Molo	KE	-
186731	Migori	KE	-
187725	Maralal	KE	-
188080	Makueni	KE	-
188492	Machakos	KE	-
188657	Lugulu	KE	-
191038	Kitui	KE	-
191299	Kisii	KE	-
192067	Kilifi	KE	-
192710	Kiambu	KE	-
192859	Keruguya	KE	-
192900	Kericho	KE	-
193627	Karuri	KE	-
195272	Kakamega	KE	-
196742	Homa Bay	KE	-
200067	Bungoma	KE	-
200787	Athi River	KE	-
383388	Siaya	KE	-
1222562	Sulyukta	KG	-
1527497	Pokrovka	KG	-
1527534	Osh	KG	-
1527592	Naryn	KG	-
1527719	Kyzyl-Kyya	KG	-
1528091	Kara Suu	KG	-
1528717	Bazar-Korgon	KG	-
1538648	Toktogul	KG	-
1821935	Ta Khmau	KH	-
1822029	Stoeng Treng	KH	-
1822207	Sisophon	KH	-
1822214	Siemreab	KH	-
1822768	Pursat	KH	-
1822906	Phumi Veal Sre	KH	-
1830098	Phnum Tbeng Meanchey	KH	-
1830194	Paoy Pet	KH	-
1830205	Pailin	KH	-
1830377	Lumphat	KH	-
1830468	Krong Kaoh Kong	KH	-
1830564	Kratie	KH	-
1831125	Kampong Thum	KH	-
1831133	Kampong Spoe	KH	-
1831142	Sihanoukville	KH	-
1831167	Kampong Chhnang	KH	-
1831173	Kampong Cham	KH	-
2110257	Tarawa	KI	-
921772	Moroni	KM	-
3575551	Basseterre	KN	-
1866569	Yonan-up	KP	-
1866923	Wonsan	KP	-
1867927	Tongchon-up	KP	-
1868998	Sungho 1-tong	KP	-
1869021	Sunan	KP	-
1869446	Songnim	KP	-
1870413	Sil-li	KP	-
1870434	Sinmak	KP	-
1870742	Sinanju	KP	-
1870883	Sariwon	KP	-
1871484	Samho-rodongjagu	KP	-
1873172	Ongjin	KP	-
1873757	Nampo	KP	-
1875107	Kusong	KP	-
1875506	Kujang-up	KP	-
1875588	Kowon-up	KP	-
1875632	Kosan	KP	-
1876153	Kangdong-up	KP	-
1876373	Kaesong	KP	-
1876873	Hwangju-up	KP	-
1877030	Hungnam	KP	-
1877046	Hukkyo-ri	KP	-
1877148	Hoeyang	KP	-
1877449	Hamhung	KP	-
1877615	Haeju	KP	-
1877872	Chunghwa	KP	-
1878389	Chongju	KP	-
1879029	Changyon	KP	-
1879487	Chaeryong-up	KP	-
1879544	Ayang-ni	KP	-
1879613	Anju	KP	-
1879672	Anbyon-up	KP	-
1879682	Anak	KP	-
2038854	Yuktae-dong	KP	-
2039623	Uiju	KP	-
2040674	Sonbong	KP	-
2040893	Sinuiju	KP	-
2041533	Sakchu-up	KP	-
2042249	Yonggwang-up	KP	-
2042267	Onsong	KP	-
2042498	Nanam	KP	-
2042503	Namyang-dong	KP	-
2042645	Najin	KP	-
2042738	Musan-up	KP	-
2042987	Kyongsong	KP	-
2043484	Kilju	KP	-
2043531	Kapsan-up	KP	-
2043572	Kanggye-si	KP	-
2043677	Iwon-up	KP	-
2043835	Hyesan-dong	KP	-
2044050	Hongwon	KP	-
2044091	Hoeryong	KP	-
2044757	Chongjin	KP	-
2045311	Aoji-ri	KP	-
1832015	Heung-hai	KR	-
1832215	Enjitsu	KR	-
1832257	Neietsu	KR	-
1832501	Reiko	KR	-
1832617	Eisen	KR	-
1832697	yeoncheongun	KR	-
1832743	Yeoju	KR	-
1832830	Yangpyong	KR	-
1832847	Yangju	KR	-
1832909	Yanggu	KR	-
1833466	Wanju	KR	-
1833514	Waegwan	KR	-
1833788	Vijongbu	KR	-
1835096	Taesal-li	KR	-
1835235	Daejeon	KR	-
1835447	Taisen-ri	KR	-
1835553	Suigen	KR	-
1835848	Seoul	KR	-
1835967	Jenzan	KR	-
1836208	Songwon	KR	-
1838508	Fuyo	KR	-
1838722	Puan	KR	-
1839011	Beolgyo	KR	-
1839726	Asan	KR	-
1840179	Kosong	KR	-
1840862	Munsan	KR	-
1840886	Mungyeong	KR	-
1841810	Kwangju	KR	-
1841976	Kurye	KR	-
1841988	Kuri	KR	-
1842016	Kunwi	KR	-
1842153	Kinzan	KR	-
1842225	Kumi	KR	-
1842754	Kyosai	KR	-
1842944	Gimcheon	KR	-
1842966	Kijang	KR	-
1843082	Gapyeong	KR	-
1843564	Incheon	KR	-
1843585	Imsil	KR	-
1843847	Hwaseong	KR	-
1844045	Hwacheon	KR	-
1844174	Hongsung	KR	-
1844191	Hongchon	KR	-
1844308	Hayang	KR	-
1845519	Cheongsong gun	KR	-
1846095	Chinchon	KR	-
1846114	jin-angun	KR	-
1846326	Changwon	KR	-
1846355	Changsu	KR	-
1846912	Anseong	KR	-
1847050	Gaigeturi	KR	-
1882056	Sinhyeon	KR	-
1886598	Yonmu	KR	-
1892823	Tonghae	KR	-
1896953	Pubal	KR	-
1897000	Seongnam	KR	-
1897118	Hwado	KR	-
1912205	Ungsang	KR	-
1912209	Wabu	KR	-
1925936	Naeso	KR	-
1925943	Hwawon	KR	-
6395804	Sinan	KR	-
6903078	Changnyeong	KR	-
285603	Janub as Surrah	KW	-
285663	Bayan	KW	-
285704	As Salimiyah	KW	-
285728	Ar Riqqah	KW	-
285778	Al Manqaf	KW	-
285782	Al Mahbulah	KW	-
285799	Al Jahra	KW	-
285811	Al Fahahil	KW	-
285812	Al Fintas	KW	-
285856	Ad Dasmah	KW	-
387958	Salwa	KW	-
388065	Ar Rabiyah	KW	-
412800	Sabah as Salim	KW	-
608679	Oktyabrsk	KZ	-
609123	Qulsary	KZ	-
609655	Karagandy	KZ	-
609924	Embi	KZ	-
610445	Balyqshy	KZ	-
610613	Aqsay	KZ	-
1516519	Zhosaly	KZ	-
1517323	Zhangaqorghan	KZ	-
1518431	Tasboget	KZ	-
1520947	Sarykemer	KZ	-
1521379	Lenger	KZ	-
1524245	Georgievka	KZ	-
1524308	Energeticheskiy	KZ	-
1526168	Arys	KZ	-
1526265	Aral	KZ	-
1652203	Xam Nua	LA	-
1654379	Pakxe	LA	-
1655078	Muang Xai	LA	-
1655087	Muang Vangviang	LA	-
1655140	Muang Pakxan	LA	-
1655199	Thakhek	LA	-
1904391	Ban Houakhoua	LA	-
1952156	Ban Phonsavan	LA	-
266045	Zahle	LB	-
267008	Tyre	LB	-
268064	Sidon	LB	-
268743	Ras Bayrut	LB	-
273140	Djounie	LB	-
273203	Jbail	LB	-
274874	Habbouch	LB	-
276359	Bcharre	LB	-
276781	Beirut	LB	-
277130	Baalbek	LB	-
278913	Nabatiye et Tahta	LB	-
1223648	Welisara	LK	-
1223738	Weligama	LK	-
1224085	Wattala	LK	-
1225018	Vavuniya	LK	-
1225142	Valvedditturai	LK	-
1229293	Puttalam	LK	-
1229989	Point Pedro	LK	-
1230089	Pita Kotte	LK	-
1230613	Peliyagoda	LK	-
1231410	Panadura	LK	-
1232783	Nuwara Eliya	LK	-
1234378	Mulleriyawa	LK	-
1234633	Moratuwa	LK	-
1235846	Matara	LK	-
1236854	Maharagama	LK	-
1239047	Kotikawatta	LK	-
1239593	Kolonnawa	LK	-
1240622	Kelaniya	LK	-
1240935	Katunayaka North	LK	-
1241750	Kandana	LK	-
1241964	Kalutara	LK	-
1242110	Kalmunai	LK	-
1242833	Jaffna	LK	-
1242835	Ja Ela	LK	-
1243936	Homagama	LK	-
1244397	Hendala	LK	-
1244773	Hanwella Ihala	LK	-
1246000	Gampola	LK	-
1246294	Galle	LK	-
1246321	Galkissa	LK	-
1246924	Eravur Town	LK	-
1248749	Dambulla	LK	-
1249145	Chilaw	LK	-
1249931	Beruwala	LK	-
1249978	Bentota	LK	-
1250161	Batticaloa	LK	-
1250164	Battaramulla South	LK	-
1250615	Badulla	LK	-
1251081	Anuradhapura	LK	-
1251459	Ampara	LK	-
1251574	Ambalangoda	LK	-
2272790	New Yekepa	LR	-
2273312	Voinjama	LR	-
2276086	Kakata	LR	-
2276492	Harper	LR	-
2278682	Bensonville	LR	-
932218	Qachas Nek	LS	-
932438	Mohales Hoek	LS	-
932614	Mafeteng	LS	-
932886	Butha-Buthe	LS	-
597989	Kretinga	LT	-
598316	Kaunas	LT	-
6618486	Dainava (Kaunas)	LT	-
454432	Vec-Liepaja	LV	-
456202	Rezekne	LV	-
81604	Suluq	LY	-
88380	Az Zuwaytinah	LY	-
88562	At Taj	LY	-
88834	Al Aquriyah	LY	-
88835	Al Qubbah	LY	-
88903	Al Marj	LY	-
89087	Al Abyar	LY	-
89113	Ajdabiya	LY	-
2208425	Zuwarah	LY	-
2208485	Zlitan	LY	-
2208655	Zaltan	LY	-
2208791	Yafran	LY	-
2209055	Waddan	LY	-
2210221	Tarhuna	LY	-
2210247	Tripoli	LY	-
2210394	Tagiura	LY	-
2210560	Surman	LY	-
2212771	Sabratah	LY	-
2214433	Nalut	LY	-
2214827	Mizdah	LY	-
2214846	Misratah	LY	-
2215163	Masallatah	LY	-
2216885	Zawiya	LY	-
2217362	Gharyan	LY	-
2218478	Birak	LY	-
2218840	Bani Walid	LY	-
2218963	Az Zintan	LY	-
2219235	Awbari	LY	-
2219905	Al Khums	LY	-
2219960	Al Jadid	LY	-
2526452	Zagora	MA	-
2526488	Youssoufia	MA	-
2527089	Tiznit	MA	-
2527645	Tirhanimine	MA	-
2528659	Tiflet	MA	-
2529317	Taza	MA	-
2530048	Taourirt	MA	-
2530155	Taounate	MA	-
2531480	Tahala	MA	-
2532394	Souq Larba al Gharb	MA	-
2533191	Sidi Qacem	MA	-
2536074	Sidi Bennour	MA	-
2537763	Sale	MA	-
2538475	Rabat	MA	-
2539134	Oulad Teima	MA	-
2540689	Oued Zem	MA	-
2540810	Ouazzane	MA	-
2540850	Ouarzazat	MA	-
2542227	Midelt	MA	-
2542715	Meknes	MA	-
2542866	Mechra Belqsiri	MA	-
2545985	Imzourene	MA	-
2550078	El Jadida	MA	-
2550252	El Hajeb	MA	-
2550806	El Aioun	MA	-
2553751	Bouznika	MA	-
2556464	Azrou	MA	-
2561124	Ahfir	MA	-
6546693	Boujniba	MA	-
2992741	Monte-Carlo	MC	-
617381	Slobozia	MD	-
3202641	Cetinje	ME	-
3578851	Marigot	MF	-
1054035	Vohibinany	MG	-
1054192	Vavatenina	MG	-
1054463	Tsiroanomandidy	MG	-
1054500	Tsiombe	MG	-
1055059	Tsaratanana	MG	-
1056151	Soavinandriana	MG	-
1056386	Soanierana Ivongo	MG	-
1056899	Sambava	MG	-
1057095	Sakaraha	MG	-
1058080	Nosy Varika	MG	-
1058381	Morondava	MG	-
1059051	Miandrivazo	MG	-
1059507	Marovoay	MG	-
1060007	Marolambo	MG	-
1060283	Maroantsetra	MG	-
1060673	Manjakandriana	MG	-
1061335	Mananjary	MG	-
1061412	Mananara Avaratra	MG	-
1061605	Manakara	MG	-
1062553	Mahanoro	MG	-
1064234	Ikongo	MG	-
1064258	Ikalamavony	MG	-
1064275	Ihosy	MG	-
1064366	Ifanadiana	MG	-
1064978	Fenoarivo Be	MG	-
1064980	Fenoarivo Atsinanana	MG	-
1065140	Faratsiho	MG	-
1065222	Fandriana	MG	-
1066310	Betioky	MG	-
1066831	Beroroha	MG	-
1067531	Belo Tsiribihina	MG	-
1067565	Beloha	MG	-
1068670	Bealanana	MG	-
1068865	Arivonimamo	MG	-
1069129	Antsiranana	MG	-
1070661	Antanifotsy	MG	-
1070940	Antananarivo	MG	-
1071296	Antalaha	MG	-
1072849	Ankazobe	MG	-
1072879	Ankazoabo	MG	-
1073482	Anjozorobe	MG	-
1076194	Andilamena	MG	-
1076454	Andapa	MG	-
1078446	Amparafaravola	MG	-
1078553	Ampanihy	MG	-
1079048	Ambovombe	MG	-
1079088	Ambositra	MG	-
1081790	Amboasary	MG	-
1082639	Ambatondrazaka	MG	-
1083239	Ambatofinandrahana	MG	-
1083257	Ambato Boeny	MG	-
1083968	Ambalavao	MG	-
2113779	Majuro	MH	-
7874852	RMI Capitol	MH	-
783926	Zhelino	MK	-
785113	Tearce	MK	-
785345	Studenichani	MK	-
786093	Saraj	MK	-
787715	Negotino	MK	-
788654	Lipkovo	MK	-
789611	Kamenjane	MK	-
792227	Brvenica	MK	-
833357	Ilinden	MK	-
2448442	Yorosso	ML	-
2449067	Timbuktu	ML	-
2451478	Segou	ML	-
2453662	Markala	ML	-
2454955	Kolokani	ML	-
2455516	Kayes Ndi	ML	-
2455558	Kati	ML	-
2455735	Kangaba	ML	-
2457163	Gao	ML	-
2458589	Djenne	ML	-
2459775	Bougouni	ML	-
2460546	Banamba	ML	-
2460755	Bafoulabe	ML	-
1285173	Yenangyaung	MM	-
1285871	Nyaungdon	MM	-
1285899	Yamethin	MM	-
1289828	Wakema	MM	-
1290374	Twante	MM	-
1290596	Taungoo	MM	-
